id,nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,a0dresse_station,code_insee_commune,code_dep,nbre_pdc,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,horaires,raccordement,date_mise_en_service,cable_t2_attache,consolidated_longitude,consolidated_latitude
69718,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF079244,FR*HPC*PNF079244,RELAIS SAINT-NOLFF,Voirie,"VOIE EXPRESS - RN 166 - LE BOLAN, 56250 Saint-Nolff",56261,56,10,300.0,False,True,True,False,False,,False,False,True,,Accès libre,24/7,,2025-04-28,True,-2.647052,47.6841
69719,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF079244,FR*HPC*PNF079244,RELAIS SAINT-NOLFF,Voirie,"VOIE EXPRESS - RN 166 - LE BOLAN, 56250 Saint-Nolff",56261,56,10,300.0,False,False,True,True,False,,False,False,True,,Accès libre,24/7,,2025-04-28,False,-2.647052,47.6841
69720,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF079244,FR*HPC*PNF079244,RELAIS SAINT-NOLFF,Voirie,"VOIE EXPRESS - RN 166 - LE BOLAN, 56250 Saint-Nolff",56261,56,10,300.0,False,True,True,False,False,,False,False,True,,Accès libre,24/7,,2025-04-28,True,-2.647052,47.6841
69721,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF079244,FR*HPC*PNF079244,RELAIS SAINT-NOLFF,Voirie,"VOIE EXPRESS - RN 166 - LE BOLAN, 56250 Saint-Nolff",56261,56,10,300.0,False,False,True,True,False,,False,False,True,,Accès libre,24/7,,2025-04-28,False,-2.647052,47.6841
69952,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF080117DODO,FR*HPC*PNF080117*DODO,RELAIS SARL STATION JOUZEL,Voirie,"1 LIEU-DIT LE HARDIER, 35150 BRIE",35041,35,4,150.0,False,True,True,False,False,,False,False,True,,Accès libre,24/7,,2023-05-30,False,-1.538004,47.972518
69953,TotalEnergies Marketing France,531681516,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 85 16 94 02,TotalEnergies Charge Rapide,FRHPCPNF080117,FRHPCPNF080117,RELAIS SARL STATION JOUZEL,Station dédiée à la recharge rapide,"1, LIEU-DIT LE  HARDIER",35150,35,4,150.0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://apps.total-ev-charge.com/charge-points,Accès réservé,24/7,Direct,2023-06-21,,-1.538515,47.972518
69954,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF080117DODO,FR*HPC*PNF080117*DODO,RELAIS SARL STATION JOUZEL,Voirie,"1 LIEU-DIT LE HARDIER, 35150 BRIE",35041,35,4,150.0,False,False,True,False,False,,False,False,True,,Accès libre,24/7,,2023-05-30,False,-1.538004,47.972518
69955,TotalEnergies Marketing France,531681513,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 85 16 94 02,TotalEnergies Charge Rapide,FRHPCPNF080117,FRHPCPNF080117,RELAIS SARL STATION JOUZEL,Station dédiée à la recharge rapide,"1, LIEU-DIT LE  HARDIER",35150,35,4,150.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://apps.total-ev-charge.com/charge-points,Accès réservé,24/7,Direct,2023-06-21,,-1.538515,47.972518
69956,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF080117DODO,FR*HPC*PNF080117*DODO,RELAIS SARL STATION JOUZEL,Voirie,"1 LIEU-DIT LE HARDIER, 35150 BRIE",35041,35,4,150.0,False,False,True,False,False,,False,False,True,,Accès libre,24/7,,2023-05-30,False,-1.538004,47.972518
69957,TotalEnergies Marketing France,531681515,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 85 16 94 02,TotalEnergies Charge Rapide,FRHPCPNF080117,FRHPCPNF080117,RELAIS SARL STATION JOUZEL,Station dédiée à la recharge rapide,"1, LIEU-DIT LE  HARDIER",35150,35,4,150.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://apps.total-ev-charge.com/charge-points,Accès réservé,24/7,Direct,2023-06-21,,-1.538515,47.972518
69958,TotalEnergies Marketing France,531680445,supervision-ev.france@totalenergies.com,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,tel:+33-1-85-16-94-02,TotalEnergies Charge Rapide,FRHPCPNF080117DODO,FR*HPC*PNF080117*DODO,RELAIS SARL STATION JOUZEL,Voirie,"1 LIEU-DIT LE HARDIER, 35150 BRIE",35041,35,4,150.0,False,False,True,False,False,,False,False,True,,Accès libre,24/7,,2023-05-30,False,-1.538004,47.972518
69959,TotalEnergies Marketing France,531681514,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 85 16 94 02,TotalEnergies Charge Rapide,FRHPCPNF080117,FRHPCPNF080117,RELAIS SARL STATION JOUZEL,Station dédiée à la recharge rapide,"1, LIEU-DIT LE  HARDIER",35150,35,4,150.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://apps.total-ev-charge.com/charge-points,Accès réservé,24/7,Direct,2023-06-21,,-1.538515,47.972518
72542,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Rénan,FRIENP000301,FRIENP000301,Saint-Rénan,Station dédiée à la recharge rapide,"Route de Boudouland, 29290 Saint-Rénan",29260,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-29,,-4.642571,48.43571
72544,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Rénan,FRIENP000301,FRIENP000301,Saint-Rénan,Station dédiée à la recharge rapide,"Route de Boudouland, 29290 Saint-Rénan",29260,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-29,,-4.642571,48.43571
72546,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Rénan,FRIENP000302,FRIENP000302,Saint-Rénan,Station dédiée à la recharge rapide,"Route de Boudouland, 29290 Saint-Rénan",29260,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-29,,-4.642571,48.43571
72548,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Rénan,FRIENP000302,FRIENP000302,Saint-Rénan,Station dédiée à la recharge rapide,"Route de Boudouland, 29290 Saint-Rénan",29260,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-29,,-4.642571,48.43571
72550,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guerlesquin,FRIENP000401,FRIENP000401,Guerlesquin,Station dédiée à la recharge rapide,"Kerahed, 29650 Guerlesquin",29067,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-22,,-3.591473,48.535052
72552,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guerlesquin,FRIENP000401,FRIENP000401,Guerlesquin,Station dédiée à la recharge rapide,"Kerahed, 29650 Guerlesquin",29067,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-22,,-3.591473,48.535052
72554,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guerlesquin,FRIENP000402,FRIENP000402,Guerlesquin,Station dédiée à la recharge rapide,"Kerahed, 29650 Guerlesquin",29067,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-22,,-3.591473,48.535052
72556,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guerlesquin,FRIENP000402,FRIENP000402,Guerlesquin,Station dédiée à la recharge rapide,"Kerahed, 29650 Guerlesquin",29067,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-22,,-3.591473,48.535052
72558,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Baud,FRIENP000501,FRIENP000501,Baud,Station dédiée à la recharge rapide,"Rue Kerdrolo, 56150 Baud",56010,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-17,,-3.038878,47.878668
72560,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Baud,FRIENP000501,FRIENP000501,Baud,Station dédiée à la recharge rapide,"Rue Kerdrolo, 56150 Baud",56010,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-17,,-3.038878,47.878668
72562,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Baud,FRIENP000502,FRIENP000502,Baud,Station dédiée à la recharge rapide,"Rue Kerdrolo, 56150 Baud",56010,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-17,,-3.038878,47.878668
72564,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Baud,FRIENP000502,FRIENP000502,Baud,Station dédiée à la recharge rapide,"Rue Kerdrolo, 56150 Baud",56010,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-17,,-3.038878,47.878668
72582,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Noyal-Pontivy,FRIENP000801,FRIENP000801,Noyal-Pontivy,Station dédiée à la recharge rapide,"Kergoff d'en Bas, 56130 Noyal-Pontivy",56151,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-07,,-2.855305,48.068504
72584,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Noyal-Pontivy,FRIENP000801,FRIENP000801,Noyal-Pontivy,Station dédiée à la recharge rapide,"Kergoff d'en Bas, 56130 Noyal-Pontivy",56151,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-07,,-2.855305,48.068504
72586,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Noyal-Pontivy,FRIENP000802,FRIENP000802,Noyal-Pontivy,Station dédiée à la recharge rapide,"Kergoff d'en Bas, 56130 Noyal-Pontivy",56151,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-07,,-2.855305,48.068504
72588,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Noyal-Pontivy,FRIENP000802,FRIENP000802,Noyal-Pontivy,Station dédiée à la recharge rapide,"Kergoff d'en Bas, 56130 Noyal-Pontivy",56151,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-07,,-2.855305,48.068504
72590,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Taden,FRIENP000901,FRIENP000901,Taden,Station dédiée à la recharge rapide,"Les landes basses, 22100 Taden",22339,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-25,,-2.05771,48.49111
72592,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Taden,FRIENP000901,FRIENP000901,Taden,Station dédiée à la recharge rapide,"Les landes basses, 22100 Taden",22339,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-25,,-2.05771,48.49111
72594,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Taden,FRIENP000902,FRIENP000902,Taden,Station dédiée à la recharge rapide,"Les landes basses, 22100 Taden",22339,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-25,,-2.05771,48.49111
72596,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Taden,FRIENP000902,FRIENP000902,Taden,Station dédiée à la recharge rapide,"Les landes basses, 22100 Taden",22339,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-11-25,,-2.05771,48.49111
72598,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Vitré II,FRIENP001001,FRIENP001001,Vitré II,Station dédiée à la recharge rapide,"La Grande Galienais, 35506 Vitré",35355,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-01-13,,-1.2396096,48.1272092
72600,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Vitré II,FRIENP001001,FRIENP001001,Vitré II,Station dédiée à la recharge rapide,"La Grande Galienais, 35506 Vitré",35355,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-01-13,,-1.2396096,48.1272092
72602,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Vitré II,FRIENP001002,FRIENP001002,Vitré II,Station dédiée à la recharge rapide,"La Grande Galienais, 35506 Vitré",35355,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-01-13,,-1.2396096,48.1272092
72604,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Vitré II,FRIENP001002,FRIENP001002,Vitré II,Station dédiée à la recharge rapide,"La Grande Galienais, 35506 Vitré",35355,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-01-13,,-1.2396096,48.1272092
72614,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Maen Roch,FRIENP001201,FRIENP001201,Maen Roch,Station dédiée à la recharge rapide,"Rue de la Marre, 35460 Maen Roch",35257,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-02,,-1.387367,48.418057
72616,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Maen Roch,FRIENP001201,FRIENP001201,Maen Roch,Station dédiée à la recharge rapide,"Rue de la Marre, 35460 Maen Roch",35257,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-02,,-1.387367,48.418057
72618,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Maen Roch,FRIENP001202,FRIENP001202,Maen Roch,Station dédiée à la recharge rapide,"Rue de la Marre, 35460 Maen Roch",35257,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-02,,-1.387367,48.418057
72620,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Maen Roch,FRIENP001202,FRIENP001202,Maen Roch,Station dédiée à la recharge rapide,"Rue de la Marre, 35460 Maen Roch",35257,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2022-12-02,,-1.387367,48.418057
72750,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Combourg,FRIENP002901,FRIENP002901,Combourg,Station dédiée à la recharge rapide,"L'Etouble Perrine, 34270 Combourg",35085,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-02-01,,-1.71418,48.42006
72752,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Combourg,FRIENP002901,FRIENP002901,Combourg,Station dédiée à la recharge rapide,"L'Etouble Perrine, 34270 Combourg",35085,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-02-01,,-1.71418,48.42006
72754,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Combourg,FRIENP002902,FRIENP002902,Combourg,Station dédiée à la recharge rapide,"L'Etouble Perrine, 34270 Combourg",35085,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-02-01,,-1.71418,48.42006
72756,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Combourg,FRIENP002902,FRIENP002902,Combourg,Station dédiée à la recharge rapide,"L'Etouble Perrine, 34270 Combourg",35085,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-02-01,,-1.71418,48.42006
72982,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Andel,FRIENP005801,FRIENP005801,Andel,Station dédiée à la recharge rapide,"D59/2 Lourmel chemin d'exploitation n°33, 22400 Andel",22002,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.529178,48.480158
72984,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Andel,FRIENP005801,FRIENP005801,Andel,Station dédiée à la recharge rapide,"D59/2 Lourmel chemin d'exploitation n°33, 22400 Andel",22002,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.529178,48.480158
72986,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Andel,FRIENP005802,FRIENP005802,Andel,Station dédiée à la recharge rapide,"D59/2 Lourmel chemin d'exploitation n°33, 22400 Andel",22002,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.529178,48.480158
72988,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Andel,FRIENP005802,FRIENP005802,Andel,Station dédiée à la recharge rapide,"D59/2 Lourmel chemin d'exploitation n°33, 22400 Andel",22002,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.529178,48.480158
72998,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Allaire,FRIENP006001,FRIENP006001,Allaire,Station dédiée à la recharge rapide,"Le Peron, 56350 Allaire",56001,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.2150694,47.6492611
73000,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Allaire,FRIENP006001,FRIENP006001,Allaire,Station dédiée à la recharge rapide,"Le Peron, 56350 Allaire",56001,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.2150694,47.6492611
73002,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Allaire,FRIENP006002,FRIENP006002,Allaire,Station dédiée à la recharge rapide,"Le Peron, 56350 Allaire",56001,56,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.2150694,47.6492611
73004,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Allaire,FRIENP006002,FRIENP006002,Allaire,Station dédiée à la recharge rapide,"Le Peron, 56350 Allaire",56001,56,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-03-16,,-2.2150694,47.6492611
73110,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouyé,FRIENP007401,FRIENP007401,Plouyé,Station dédiée à la recharge rapide,"KERGADIOU Plouyé, 29690 Plouyé",29211,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-3.69776,48.31896
73112,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouyé,FRIENP007401,FRIENP007401,Plouyé,Station dédiée à la recharge rapide,"KERGADIOU Plouyé, 29690 Plouyé",29211,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-3.69776,48.31896
73114,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouyé,FRIENP007402,FRIENP007402,Plouyé,Station dédiée à la recharge rapide,"KERGADIOU Plouyé, 29690 Plouyé",29211,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-3.69776,48.31896
73116,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouyé,FRIENP007402,FRIENP007402,Plouyé,Station dédiée à la recharge rapide,"KERGADIOU Plouyé, 29690 Plouyé",29211,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-3.69776,48.31896
73222,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouasne,FRIENP008801,FRIENP008801,Plouasne,Station dédiée à la recharge rapide,"D39, 22830 Plouasne",22208,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-05-26,,-2.05837,48.326772
73224,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouasne,FRIENP008801,FRIENP008801,Plouasne,Station dédiée à la recharge rapide,"D39, 22830 Plouasne",22208,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-05-26,,-2.05837,48.326772
73226,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouasne,FRIENP008802,FRIENP008802,Plouasne,Station dédiée à la recharge rapide,"D39, 22830 Plouasne",22208,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-05-26,,-2.05837,48.326772
73228,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Plouasne,FRIENP008802,FRIENP008802,Plouasne,Station dédiée à la recharge rapide,"D39, 22830 Plouasne",22208,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-05-26,,-2.05837,48.326772
73246,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Thelo,FRIENP009101,FRIENP009101,Saint-Thelo,Station dédiée à la recharge rapide,"Le Clos de Devant, 22460 Saint-Thelo",22330,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-06-12,,-2.82394,48.25511
73248,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Thelo,FRIENP009101,FRIENP009101,Saint-Thelo,Station dédiée à la recharge rapide,"Le Clos de Devant, 22460 Saint-Thelo",22330,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-06-12,,-2.82394,48.25511
73250,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Thelo,FRIENP009102,FRIENP009102,Saint-Thelo,Station dédiée à la recharge rapide,"Le Clos de Devant, 22460 Saint-Thelo",22330,22,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-06-12,,-2.82394,48.25511
73252,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Saint-Thelo,FRIENP009102,FRIENP009102,Saint-Thelo,Station dédiée à la recharge rapide,"Le Clos de Devant, 22460 Saint-Thelo",22330,22,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2023-06-12,,-2.82394,48.25511
73506,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guengat,FRIENP012301,FRIENP012301,Guengat,Station dédiée à la recharge rapide,"Rte de la Croix Neuve, 29180 Guengat",29066,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-4.227018,48.034307
73508,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guengat,FRIENP012301,FRIENP012301,Guengat,Station dédiée à la recharge rapide,"Rte de la Croix Neuve, 29180 Guengat",29066,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-4.227018,48.034307
73510,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guengat,FRIENP012302,FRIENP012302,Guengat,Station dédiée à la recharge rapide,"Rte de la Croix Neuve, 29180 Guengat",29066,29,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-4.227018,48.034307
73512,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Guengat,FRIENP012302,FRIENP012302,Guengat,Station dédiée à la recharge rapide,"Rte de la Croix Neuve, 29180 Guengat",29066,29,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-01-08,,-4.227018,48.034307
73582,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Melesse,FRIENP013701,FRIENP013701,Melesse,Station dédiée à la recharge rapide,"37 Mainbuet, 35520 Melesse",35173,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-11-13,,-1.72501,48.22167
73584,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Melesse,FRIENP013701,FRIENP013701,Melesse,Station dédiée à la recharge rapide,"37 Mainbuet, 35520 Melesse",35173,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-11-13,,-1.72501,48.22167
73586,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Melesse,FRIENP013702,FRIENP013702,Melesse,Station dédiée à la recharge rapide,"37 Mainbuet, 35520 Melesse",35173,35,2,320.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-11-13,,-1.72501,48.22167
73588,NW IECharge,898270251,support@iecharge.io,NW IECharge,support@iecharge.io,tel:+33-1-84-88-68-00,Melesse,FRIENP013702,FRIENP013702,Melesse,Station dédiée à la recharge rapide,"37 Mainbuet, 35520 Melesse",35173,35,2,160.0,False,False,True,False,False,,True,False,,,Accès libre,24/7,,2024-11-13,,-1.72501,48.22167
